mode,GUID,macro_f1
season,11F0AB02-31D2-4889-8605-BFB3B8951E14,1.0
season,12014787-7C41-4E4B-A3AF-A88C555D44A7,1.0
season,12452D56-D0C9-4CEF-9DF5-CEAABB4FF9B5,1.0
season,124CC6AC-038F-4E81-9A81-6C59554C7884,1.0
season,12AEBE1E-521E-44D7-B3DD-18E62DA3DEA3,0.47058823529411764
season,12B5BEEA-C697-4DFF-873E-12CBA4F8DF60,1.0
season,12FB11C2-3730-4E02-B235-40FBEB50496E,1.0
season,1300B4C0-FF4D-4EDC-B3BF-858B6FBEE123,1.0
season,130B925E-2C4B-43C5-9DC3-3627EA5F0359,1.0
season,13280DA9-C44F-4512-9346-C17A3E4AEB30,1.0
season,1357D5CB-294D-4B60-AC65-749D522AEBC8,1.0
season,13925EE0-012D-4DA3-A35E-B6577F3CE8ED,1.0
season,13C089F9-92DF-4429-AE08-A0C0689D726D,0.0
season,13C9B9F3-CAC0-4BF7-B488-E0CF7D068323,1.0
season,13E1C7CF-6C27-4884-AB3E-8124E436EFE8,1.0
season,14337CA2-D7B3-4A53-888B-142DB099C8B0,1.0
season,1460AE6B-C3CE-48D7-B628-1D3B66708DF5,1.0
season,14B4E124-4FD8-403D-AF57-A68C4B03C7C2,1.0
season,14B57D5C-1819-48CC-BBF7-CFD8457E31E4,1.0
season,14E0BAB9-FD43-4657-8300-7B7FC592A9ED,0.0
season,1501852F-3A87-48F6-8BD0-BE0E47D5B33A,1.0
season,150A6BAF-64F6-4D1B-9027-B38B5A931EE8,1.0
season,150BBF0F-E1AC-4A95-A639-A39420C04270,0.2857142857142857
season,15154084-3ADA-42E2-A808-3FD66B90CFAA,0.6666666666666666
season,1567DD9A-19F7-4F2B-AA13-3E5CF83843C7,0.0
season,156F0EEF-47B0-47D2-82FC-D356FBED0B3B,1.0
season,15A39C7A-B5EB-405B-AC76-4D7DBC453FB9,1.0
season,15D0AF89-3B9B-486C-BFBC-BD58DA123F18,1.0
season,1650C5CB-6D1A-4575-8E11-134FB19B5E23,0.4
season,167A9DFA-024E-4771-A234-A67DFE688912,1.0
season,16B52DAC-5CD3-45C5-8590-16C5C49297DB,1.0
season,16CCA0F4-BC83-45F1-A153-B20FA4C8D26F,1.0
season,16D03D35-1348-4C09-BA72-CF78EA464E81,1.0
season,16DBA5B7-9273-4F75-A655-5723F005BE78,1.0
season,16DDF087-29EC-433C-A4B6-87A2C3A29B83,0.0
season,16EB0FC7-70EE-4142-A3EE-72024EAF2107,1.0
season,17266968-B194-447C-BCC6-9AC4FB19EA90,0.3333333333333333
season,172D1828-D7A9-4B44-BB03-CB6594887B83,1.0
season,1755634A-B5A2-46AE-BD23-9AF4F53A97F6,1.0
season,1774E55F-D45B-4B1B-A63A-D41921033971,1.0
season,178D9862-0BF6-44FF-8542-FAD7A564D737,1.0
season,1792035A-0109-4235-A464-E76D384BD57C,1.0
season,17FEC1AF-BF23-41DF-B333-53AB30B4E579,1.0
season,181A22A1-3507-4283-AA79-3CE68BB1FD49,1.0
season,181CEEFF-480B-4811-A6EC-EADC0303A528,1.0
season,18271084-87FE-44EA-A626-E17937AC2674,0.25
season,182788B5-851B-4426-B11E-BB7FD6E13FEB,0.5833333333333333
season,18443214-35F5-4CD4-A008-B3FFB5D667FA,0.0
season,18497ECE-9253-4D76-9EA8-164A5BEAEE49,1.0
season,18498AB8-D2C7-412E-8184-2A07D88C8533,0.0
season,1868F30D-C4D7-43F1-BB98-B8A41940EDCD,0.2222222222222222
season,187D81CD-C94C-4B50-AF23-8224D3B1FEA6,0.0
season,18993319-D663-4796-A31A-195264833E10,0.0
season,18A0971F-D628-4F6A-A80C-E29D35FB8E97,0.3333333333333333
season,18B1698C-0B1C-4860-A386-E66E7BDF8BF2,0.375
season,18DA56C6-963D-44B5-B530-A84B729AF026,0.0
season,18DC6172-CBE1-4084-A8E7-7E3AD2992268,1.0
season,18F59D87-5A7C-4C55-9850-300A3AB3E679,1.0
season,18F7A861-303C-4518-AFB5-CB507C1D24D0,1.0
season,19607B40-2B88-43BB-B7BB-CBD91DC57474,0.0
season,196464F7-CA52-4623-BA0C-49D45E6383C0,1.0
season,196D34B2-CA0E-4686-828C-846C77502542,1.0
season,197298A5-F881-4954-9BAE-1E3049FB6F48,0.0
season,19800A6A-6E6F-492F-8C62-6B290FAA6ED5,0.0
season,198F8556-8227-4518-85C1-E4312EA26AC5,0.19047619047619047
season,1994CF35-68C1-43B6-A6D0-A561DD82F110,1.0
season,1999C568-14C0-4A5B-AA40-B7A458672D0C,0.0
season,19D97B34-6F55-4EF9-9EEF-AFA834136E0C,0.0
season,19F55F6F-54ED-4123-8699-C9764B25AA03,1.0
season,19F8E049-098A-4D23-9082-FFFF5BB9CE98,1.0
season,19FB1F0A-A10C-4214-97D9-86390369467F,1.0
season,1A169771-D450-419A-BF63-4ED6D6737081,1.0
season,1A2C0227-3A1D-4074-B3C6-E9752D8A7EB1,1.0
season,1AA3D50D-13CB-43C9-A90B-DE0C35044FF8,1.0
season,1AC3D38F-9DFA-4C2F-B9C1-8A5445BC0D50,0.3333333333333333
season,1AC50887-45EB-4654-B7A5-4532A8B52ECF,1.0
season,1ADACDCD-0C65-4315-BA5F-06556A82458B,0.0
season,1B02C378-88AA-4570-831B-0B2042C8B222,0.0
season,1B0F1EB3-996C-44CB-A1E2-D4B9F54B85DA,1.0
season,1B0FAEFA-4E8A-47B3-880E-7747FB1537DB,0.0
season,1B2C6E2B-EC57-48FA-9A05-308B24321D16,1.0
season,1B35549A-7418-4604-A756-7508CFFCF9F8,1.0
season,1B515FC5-2B03-406B-89B5-97557074BE53,0.0
season,1B7D03B7-DEBE-44B0-A467-514B07013CF0,1.0
season,1BA0CD19-0CE1-4556-8F2F-0F6ABCE4264F,1.0
season,1BDF0EA0-7ACD-4873-B346-FCC5681DB3A7,0.3333333333333333
season,1C0C455E-7E80-45C3-A6DF-23936C3D9B21,0.4
season,1C91781A-1BC3-42A3-9B77-5D6864BB0879,0.0
season,1C94CBC4-8669-42CD-86D1-C3E55FA9A6C9,1.0
season,1CAA8381-97D8-48A6-8BC5-B5A28FBF190A,1.0
season,1D482D08-36A4-424E-92EB-39530661118D,0.0
season,1D6A1AFB-7300-464F-8585-76ADD5830BBA,1.0
season,1D89B225-C3E2-4895-9580-AC68F47C28D9,1.0
season,1D97D764-76AB-471C-904C-7EB4156F3A66,1.0
season,1DA777CA-D690-4F75-9DE7-F7ECCFC92501,0.3333333333333333
season,1DB03C25-943C-4E80-9773-37BF5D2C3F96,1.0
season,1DD57006-1C89-4D4E-AEC9-A2E742A8D2A2,1.0
season,1DF381B0-A199-4027-A0C6-DE0BA7099197,1.0
season,1E059D83-F247-4059-9818-7BE9F701DAF0,1.0
season,1E3C77FE-97DA-4C44-8DE7-C2BB75751D4A,0.0
season,1E423769-5F91-4F7B-B961-9502277154CE,0.0
season,1E4A677F-A6FB-4CC4-846F-56866DD930CF,0.2857142857142857
season,1E5FAD5C-5A81-4C76-B5EE-C0034F65DD43,0.3333333333333333
season,1E940782-FDE3-4839-8CD3-FBF4A33C867F,0.0
season,1EB07CE9-838E-4924-A095-BA6D42943902,0.47619047619047616
season,1EBEEF93-5FF7-485C-B8A2-B347F368EB67,0.3333333333333333
season,1EC3A700-D94A-4FD6-AE55-4CA9C13DAC9A,1.0
season,1ECFC4AD-02F2-4D9E-BA16-CC6D2E515446,1.0
season,1F261A78-3383-4BEB-9E80-ADDED327995E,1.0
season,1F69714B-87B7-4D57-ADFA-591D13EBECC7,1.0
season,1F7969CF-540A-4FE9-A346-2503EBA58FE5,0.0
season,1F7BFCD6-3312-4106-AD1C-A4112A53D331,1.0
season,1F7C8C3D-0BF2-4E23-9FDF-29E04035F2F8,1.0
season,1FA74C78-9DF4-4B33-88F2-9BA713703D6D,1.0
season,200BD78B-16BA-40F5-89EB-716F5AD70B43,1.0
season,201A5A80-E606-40ED-BCB5-603F9748D05C,0.0
season,20466005-2C16-43A1-80B5-67BF7C6CC5BE,0.0
season,2058F7CC-4C39-4C8C-BC3D-9206E0B04A01,1.0
season,205BCCEB-1081-4C8E-9763-663CF400C7EC,0.4
season,20921ACE-30EB-40F8-BEAA-BAF86D630F6C,0.25
season,20988B49-56EE-4B4A-A76F-4FFCDB208410,0.0
season,209DEF27-A679-452B-ABE8-61E0C585262A,1.0
season,20B1925D-C506-46D7-86D3-9B31DF9B4D49,0.3076923076923077
season,20DAD7CD-C300-4AA4-9437-AD16F92966FF,1.0
season,20E25F42-8997-482A-9994-FF7669E3E6D2,0.0
season,20E8872A-3131-496A-9141-610150B05527,0.4444444444444444
season,20EE7D9B-CB32-4747-B1F1-08C92967B3D5,1.0
season,211CAD2D-924E-4D27-9410-38011B54C790,1.0
season,216B21F2-D4B7-408E-8AE2-468FE9C7A8B5,1.0
season,2170BBEF-F310-4F61-BEC8-7099988FE592,0.0
season,217A5DE5-D8A4-42AF-ABA3-6D5C61299DEF,1.0
season,218557A0-F06F-440F-86F5-DC2B63654A72,1.0
season,21AEEDAA-2B2D-4F24-A334-A1BE4CC87CAC,1.0
season,21B95539-A21F-4164-9347-7160551DAAF8,1.0
season,21CE95FD-04E0-4813-A4E6-93530FAF97B3,1.0
season,21E16C26-4377-46E0-A3C4-FD902846A5CB,1.0
season,21F48A4F-5B54-46CE-AE8F-42B41CCE0FC8,1.0
season,222920AC-2656-4681-B955-1B714ED0B871,0.0
season,228ED3DC-8B38-43B8-8711-579E5982A2B0,0.0
season,2293DC75-E4BB-4FC6-849E-84DFE5825151,0.4444444444444444
season,230641EB-B02F-4B03-8076-7D93D73E3CC6,0.3333333333333333
season,2309DE7C-48B1-481E-957D-F8F7A539CB08,1.0
season,23150ACB-D0AB-4EEA-8219-17546E4E2158,1.0
season,23232B85-8B76-4ACC-9EB2-DBF3A47E9A1B,1.0
season,23359B5D-9AB4-4380-8869-CE89D8F17E43,0.3333333333333333
season,2358B3B2-B332-40ED-853A-B0FDD2AB4673,1.0
season,2364FBD7-BB0F-42C7-8571-CB50BEBBB690,0.0
season,23746527-E30E-4A6B-AD82-A3E303343525,0.25
season,2376614E-1401-4402-9173-5B543CE29F0E,1.0
season,23A3B9E7-DE4E-4E7A-B859-7153EB351502,1.0
season,23BD358C-4497-4E92-86C7-8577A742A2A3,0.2857142857142857
season,2411AC56-09F6-42B8-A7FA-E8780B80CC7B,1.0
season,24292DF5-1FB5-45FA-BC1C-FC4F2F221BC7,1.0
season,24406BDC-69FC-4EFE-91C3-34C84539C9D3,0.25
season,2444C135-EFBA-43E2-A44A-C35EF8A5C755,1.0
season,244E4D05-1D5C-40A8-A815-D9874FEDECCE,1.0
season,246D79F4-3741-43D9-8FE2-E96411CBC569,1.0
season,246ED18A-799C-48F4-822B-921F62783B61,1.0
season,2477D450-A235-401E-B0A9-DE8A52D1C14E,0.4
season,248E6F9A-2597-4622-BD8C-5EE8329706DF,1.0
season,24B406D1-0F1A-465E-AB39-D01831FFDFAC,0.0
season,252FF468-91B5-4A5D-BC30-0A548202543E,1.0
season,255224CF-B035-431B-81D9-D3BD7F07E179,1.0
season,255DF2C1-8B57-453A-A04F-82AC2E816FBC,1.0
season,25AB1FEA-5E7C-46DD-98CF-F913E560C160,1.0
season,25EC5BA1-638C-4C92-B754-DE2396990C8F,0.0
season,261D2F60-0E09-4442-AED7-152010C801E6,1.0
season,2620AF0A-7850-4796-9F65-1E5781D02D4F,0.0
season,26218375-1AA2-4D2F-BB74-C1E9E73F050E,1.0
season,2636EF38-6DCD-47F7-A156-F7BC6097B4A8,0.4
season,26414E79-6628-4A1D-AA80-1216EEE8AA32,1.0
season,26591028-6233-4477-BCFF-6A1FC2B7CF84,1.0
season,266A5AEE-C26E-4434-AB2D-EBECE1E521D9,1.0
season,26A838DE-0F83-442B-9BF4-E639C3CE4E87,1.0
season,26C33FF6-F689-47CC-9CBD-BB0DE351E4B8,1.0
season,26FE353E-4C9A-47E4-B574-F398C7924411,0.0
season,27239074-F24F-493E-A521-25BB65CA71EF,1.0
season,27587341-24B9-4AEC-A4FF-484CE4FC1712,1.0
season,276F40E0-0270-4774-B855-ACC9FCBA1F03,0.0
season,278715FE-7B20-449F-8AFC-0B7E471017A2,0.4
season,27AC6DE1-A90E-4CA1-B819-C21A742ED372,0.2777777777777778
season,27CAC55F-2570-4202-8AD1-4261537E3291,1.0
season,27CC717D-1983-4F1B-B204-F01B0E62EFBA,1.0
season,27E017F5-254B-470E-848C-518B5DDCC0E5,1.0
season,28130027-CEFE-46D4-B939-892B76FB3582,1.0
season,2816795D-D0A4-4F86-9074-21BC54835089,0.0
season,283238DF-1FE5-4680-8D57-F00DDA370212,0.3333333333333333
season,28498DB1-FAD7-4C64-8040-2BDD9E63EE1E,0.0
season,285DF490-EB8F-4135-9302-FC22FB30CF82,0.4
season,2880644A-89F9-40CD-8D2A-587FE107CF96,0.0
season,28878BC5-F445-4475-8C17-53843926ACD4,0.4
season,28C46549-F440-43BB-9ACB-BF87AAB843B5,1.0
season,28CFC532-A524-4FD2-9A02-E09E88520CAC,1.0
season,28DC350F-3837-4DE6-93F2-5DC74FEFF054,1.0
season,28F43E6B-634A-4B51-83CD-1E1C1D35A0CC,0.5555555555555555
season,28FC3833-39C3-48FE-9FD7-DC64EB7F2ECE,1.0
season,29434E0A-237E-4573-9494-77983E6CA4F6,0.0
season,295BB788-B18A-49D4-923A-563A14883914,0.0
season,297E19EB-FE50-444E-8372-716DEDC077E3,1.0
season,29B16B02-A391-4E45-9AA4-B7C776141616,1.0
season,29C4DBB7-0AC6-4B4B-A35D-7AF8F5BE7471,1.0
season,29D8421D-0018-49FA-9C4D-2C29626C7E61,1.0
season,29E365D9-EE8F-40A7-AC9B-11318D8AA626,0.0
season,29EC276B-DC1D-4ECC-8372-3A9DA0F20774,0.0
season,2A3C649E-B547-42BD-97C6-A7DB4CC283E5,0.0
season,2A6A0290-533C-475F-B6A1-0B83DB674383,0.30952380952380953
season,2AAAFB4D-FF46-4C99-A6BA-2EFF422FD4A5,0.0
season,2AAEAB8A-A893-43C8-9A40-68ABF0556CD4,1.0
season,2B444400-4B45-4F4F-AB37-5B3DD124D9B9,1.0
season,2B6BBAE7-E78F-4201-9E9F-A5A6E03C9D9A,1.0
season,2B70693A-243E-423D-8179-2F8F4EBD1A5E,0.0
season,2B8774B1-D84E-466F-9AF6-DAE4A68E9600,1.0
season,2B8B5B63-E79F-43A8-BC85-EEB47E3F3B0F,1.0
season,2B96FE03-0C72-40B4-B549-357F401177F5,1.0
season,2BA40C89-8EB8-43CE-B092-641F471306CC,0.0
season,2BE40215-B538-48C1-BFD2-D434F46DDC7D,1.0
season,2BE94BD1-A1FD-48D0-A788-BF19138896D3,0.0
season,2C29E00D-335A-4116-9AB7-29EC88036BC9,1.0
season,2C4C2BBE-52B6-4488-B2E4-16C6B8E353C3,1.0
season,2C7B72F4-1EF7-4591-8C20-8B8D371F60DB,1.0
season,2C7FE280-6281-4FBE-AA76-975CC0DBD250,1.0
season,2C91675C-88CE-43A8-BCC1-C7E773EA5BCC,1.0
season,2CA557BD-110D-41C7-A2A3-3AE62488B42B,1.0
season,2D0CA780-127E-458F-A525-0A30598F7975,1.0
season,2D190726-36FC-4694-995D-22088BC2AB24,1.0
season,2D365E63-991B-4709-A5A6-963BE07938BC,1.0
season,2D7B8581-F9DD-42C1-AF27-DE5B429D3462,1.0
season,2D87F0AB-F128-4285-B592-F4E26387FF4D,0.0
season,2D931BC8-B412-446D-8D04-A12280A0C138,1.0
season,2D96520D-4B70-43F0-A8D0-B1FC2A905FB9,1.0
season,2E30C3D4-6730-49AC-B4AC-C6F452534DAA,1.0
season,2E48BCA1-66EC-4B63-AD57-AD8B0704CDBF,0.0
season,2E58D19C-ADE1-48E1-A810-29669DF70272,1.0
season,2E6CE03E-45FA-420B-91F1-F5A880F060D2,0.0
season,2F07B5DB-24D4-4E39-B570-C4BB3E687D90,1.0
season,2F18B4BC-B190-4B9C-9FFD-8F678D16F98B,1.0
season,2F192B72-EFBF-48FE-BBEC-F64FCBB37563,0.0
season,2F39C55E-88A4-4979-A4B9-6E7EB1846725,1.0
season,2F438130-1911-457B-A7DA-2718DB704F78,0.0
season,2F4A84BA-141A-4A21-BA93-641DFF619D82,0.25
season,2F5F0C8D-CBBA-40EA-9093-9915F6BE87E5,1.0
season,2F8F9F52-F709-4417-BE67-05ADF26C1A72,0.3333333333333333
season,302C183E-05AE-4F18-983D-D04E7EEF79AD,0.3333333333333333
season,30303BA5-785B-4C3D-99D6-5161ADCBC457,1.0
season,3075CD5F-540F-4B6B-A0DA-546515F0A68D,0.625
season,3086E6E9-2BFB-4470-AD14-3AB452797C45,0.0
season,312FD9C1-A663-44C3-B03A-9FC62010AA5C,1.0
