mode,GUID,macro_f1
no_season,00193AE4-6DCA-4982-B961-8049951CD0EA,1.0
no_season,0038122E-08A2-4C4E-9495-B56A95BF24F5,0.0
no_season,0043506A-3661-4AC4-9184-9E8B47D63178,1.0
no_season,004511DD-7CF3-4A53-9E70-18B3D55C6E93,0.3333333333333333
no_season,0054733F-5EAA-4B9D-B482-F4539F19BEA0,1.0
no_season,005F1F32-EACF-4790-90D6-A0D4B71F72CB,0.0
no_season,009033FE-63A0-4188-B870-8402275A6809,1.0
no_season,0096D17B-69AB-4102-AB37-2449D6BB05AD,1.0
no_season,00A3271B-9968-438A-9516-75B8A2B6C538,0.4857142857142857
no_season,00D85CA5-7E92-4984-BA49-11C7617D1D33,0.4
no_season,00E14979-4E8E-46D7-A991-32CF93BDAC88,0.0
no_season,011DAC8A-0699-4A0B-8B32-3E67ED0B2F24,1.0
no_season,011EDD33-4E9F-47CC-AF5B-3A19F643B9FC,1.0
no_season,011FFC65-548F-41D6-8747-640D917F7301,0.0
no_season,01322DC0-84CB-4FDB-9559-EC70BC81E95C,0.16666666666666666
no_season,013EB010-17C2-459A-A9C3-9CB066136D75,0.38888888888888884
no_season,01527035-7486-43E8-A868-7B073E7D5BDE,0.0
no_season,015F32B1-7DBC-47EA-8287-3D999FB9E463,1.0
no_season,016271CF-CA54-49F5-82CE-8AAB1EC534F5,1.0
no_season,019C08F5-FF09-41C3-8BE6-2D226007226F,0.3333333333333333
no_season,01ABC662-C060-4864-AAE3-DAE0FA290693,1.0
no_season,01AD5605-9B38-415C-AAE2-01B20C994C86,1.0
no_season,01E70A9B-EF33-4CB1-9596-ECADF449E93B,0.0
no_season,01F81EA6-56AE-476B-8054-CFBBAFC852A7,0.3333333333333333
no_season,01FDAE9B-5CE7-4887-9313-DDEF081CA369,1.0
no_season,0202D1CC-0D76-4903-875E-2B0A8F6319EB,1.0
no_season,0220C475-5DD1-468E-95B9-48C65A30FD59,0.3333333333333333
no_season,0234DF91-C1F2-4133-BD55-5B3E37095574,1.0
no_season,0263F524-2710-4CF5-BC84-811D99C08D1A,1.0
no_season,027C1896-B8DD-41BD-B93B-B4272A8D4804,0.4
no_season,02AC1CD8-067A-4F2F-AE1B-546445C489AD,1.0
no_season,02B1CDFF-53D5-4DA1-A175-3F6CEC33E1CD,1.0
no_season,02D93A28-27EF-4EED-A5BE-C3EDED6BFDFD,0.0
no_season,02DBFCE9-8BB2-4DF5-8D6A-DB145DD11FCF,0.0
no_season,02E874C4-D9CC-4061-A347-A7C22B536733,1.0
no_season,02FCCC98-CE4D-47DD-A7A0-5F08365B90CF,1.0
no_season,0307FA81-87A2-4441-9C38-3D5CEB137617,1.0
no_season,03088B77-9B29-4D72-B0C7-4FE5182AC68A,1.0
no_season,030B8B4D-CB9D-4F53-8ED0-6B4CBCA19E2F,1.0
no_season,0343980E-0649-40D3-B37A-2DFA64452102,1.0
no_season,035B038F-BC31-41E9-BDCF-045B07434F7E,1.0
no_season,036A4776-C38A-4032-8442-AEA290821769,0.0
no_season,0390D2DD-236E-423A-9C83-E68553B0F4B5,1.0
no_season,040D069D-A1FB-49CA-9443-2AA04E61E615,1.0
no_season,043AEC1C-E95C-42F7-8F71-FABB04C5C847,1.0
no_season,043D35BA-B610-4667-9ACC-856477477D21,0.0
no_season,0449B8AA-018F-41BE-B916-352A72AE9E8C,1.0
no_season,046C8783-F21E-46C3-8463-A64BFDED6CC2,1.0
no_season,0478CA8B-FA5D-4A4B-A101-3C539ADDE33B,0.0
no_season,048C07EF-B839-44AE-976E-CC5FD545DAED,1.0
no_season,04B95CD2-9D19-4772-8893-4A1DE19929A0,1.0
no_season,04F1EB57-A7D9-44AA-8432-10E76595E6A7,0.0
no_season,05327C39-A099-4E07-8679-939D612215A5,1.0
no_season,055BDA65-D4D2-4596-A16B-E190A514A168,0.0
no_season,0561F7B4-6294-436E-B2EF-FF649317E8F5,1.0
no_season,0562D035-AD3B-48D4-8635-3015AD501E1D,1.0
no_season,059A02C6-60EC-42F0-AACB-FB444B882609,0.0
no_season,059A34BB-89C6-4B62-BEED-A8D38F921A22,0.0
no_season,059DF392-4069-4FF2-B2ED-D681F7C758DA,0.0
no_season,059EF929-2D30-4AA2-B036-59DF9DD98178,1.0
no_season,05A20EFB-0155-45FA-BD34-61A50C9D3E83,1.0
no_season,05B7904B-EC6D-482A-91D4-A2964F7F0594,1.0
no_season,05F407F8-2261-409B-8C73-96AD13E62E75,0.38730158730158726
no_season,0604770A-FD9D-4563-9E56-9A75CD0ADDAD,0.0
no_season,063A5B24-E383-4920-B1EF-6D3FE4FFC7B1,0.0
no_season,065811C9-AEDB-4819-ABF9-9BCBE4951EAC,1.0
no_season,066FB778-DFA4-4498-88C8-0076504DFFC4,0.0
no_season,0684BE7C-9731-4B95-BE18-6B639A4C3D21,1.0
no_season,06AE3019-BFE2-4933-82FE-3E80DAD72634,0.0
no_season,06AE6153-3A7A-4A09-9051-97396CC29DB6,1.0
no_season,06BB988A-6B26-4B75-8D71-B2C1053236D6,1.0
no_season,06BF8836-F342-408C-A4B0-1637529382FC,1.0
no_season,06CD92DE-56DA-4C83-A9DD-B3A0A408ADA1,1.0
no_season,07381645-D2D6-41AF-B93F-E5712A446E3A,1.0
no_season,0749EBB2-C3AF-4DB9-85F1-E05C1AAB3301,1.0
no_season,079A5834-C4B0-440B-A05B-14E16D447333,1.0
no_season,079B98CF-CDDE-4861-B61C-6C11EB5ACE41,0.1111111111111111
no_season,079D6A34-C26D-4EAA-8583-5EE888843DDA,1.0
no_season,07D93292-9388-4D9F-9987-E47DDA3DC43A,1.0
no_season,07FBBE69-8E21-4706-9FE4-685FB4B0BE2F,0.16666666666666666
no_season,0807CE1F-1A87-41A3-85A7-90BE6B206A55,0.3333333333333333
no_season,08186865-5684-456D-BAF4-B5EF1DD696B6,1.0
no_season,08189880-D3C2-47B3-90A1-367F952B5C79,1.0
no_season,081CB48A-80FA-4D06-871A-DD81EE5F36D5,0.25
no_season,0835DED3-1499-4C43-9341-90F3B277E0EA,1.0
no_season,0844E6EF-8155-40B5-B135-9EFBE2119206,0.3333333333333333
no_season,084A9869-335C-4933-84BE-6DC2A8AFFB3A,0.3333333333333333
no_season,0859D767-9FBB-4A20-B4C4-F6CE5106659E,1.0
no_season,085C9E60-6EF4-4A04-9502-8DEB1CF701C1,1.0
no_season,087A8C4A-9E5F-48EE-96AF-F363AF302ED4,0.0
no_season,088D978D-91F5-4362-8587-8F02047594B8,1.0
no_season,0890B242-A735-4C08-B912-FA5158DD79F8,1.0
no_season,08A4B38F-016A-408A-B4EB-32D09E21EBBF,1.0
no_season,08A65F18-3A12-4928-B4F2-A8002677F1AD,1.0
no_season,08AC906B-4BAB-42F1-BEAF-B814D55DD3E1,1.0
no_season,08AFDE2F-1184-4B8E-9910-9BC98CCA0AC9,0.41558441558441556
no_season,08C231F6-12F4-43D7-BB34-7930979191C8,0.0
no_season,08ED216B-CB73-49FE-90E1-AA5AA29B13DA,0.0
no_season,090A2B12-4A04-494A-A80D-E50A28009F9A,1.0
no_season,094254E1-2E24-4DB1-A0A6-09E18E1649B3,1.0
no_season,09462E4D-478D-4C89-A6CF-296E185C02AD,1.0
no_season,09619E8D-9C82-46B6-9DFD-D4A6EF614B80,1.0
no_season,09632B7B-636C-4D13-8310-3295FB81D703,1.0
